Year,MonthNumber,MonthName,MonthKey,Quarter,DateKey,AccountKey,SubNumber,SubName,IsMaskedSubParent,AccountNumber,AccountName,City,State,ZIP,RawProduct,ServiceGroup,ServiceGroupShort,ServiceTier,Scope,IncludeInRanking,Volume,GrossSpend,NetSpend,Incentive,BilledWeightLbs,VolumeLY,NetSpendLY,IsNonServiceRow,HasVolume,IsSpendOnlyAdjustment,IsNegativeSpend,SourceFile,SourceLayout,ViewType
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,NDA REG / EXPRESS LTR,Next Day Air / Express,NDA,Premium,Domestic,Yes,2350,67776.67,22139.53,45637.14,1050.8,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,NDA AM / EXPRESS PLUS PKG,Next Day Air Early,NDA Early,Premium,Domestic,Yes,18,3906.87,1287.12,2619.75,34.8,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,WW EXPRESS REG PKG,International Express,Intl Express,Premium,International,Yes,20,6556.87,2285.05,4271.82,169.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,WW EXPRESS PM / SAVER PKG,International Express Saver,Intl Saver,Premium,International,Yes,14,5347.75,1742.43,3605.32,123.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,WW EXPEDITED / 2DA PKG,International Expedited,Intl Expedited,Expedited,International,Yes,4,1236.75,393.34,843.41,32.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,MISC / UNC,Excluded - Adjustments,Excluded,Non-Service,Not Applicable,No,0,5818.22,5818.22,0.0,0.0,,,Yes,No,Yes,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,GROUND PKG,Ground,Ground,Deferred,Domestic,Yes,2660,92732.18,29172.19,63559.99,37543.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,GROUND CWT,Ground,Ground,Deferred,Domestic,Yes,22,2337.43,748.62,1588.81,655.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,STANDARD GROUND,Ground,Ground,Deferred,Domestic,Yes,65,1773.9,620.25,1153.65,609.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,3DS PKG,3 Day Select,3DS,Deferred,Domestic,Yes,47,2110.78,677.76,1433.02,184.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,2DA REG / EXPEDITED PKG,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,340,21730.59,6806.09,14924.5,1163.2,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,2DA REG / EXPEDITED LTR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,81,1278.13,469.04,809.09,43.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,2DA AM PKG,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,17,191.27,59.38,131.89,5.2,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NDA PM / EXPRESS SAVER PKG,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,104,5894.49,1913.85,3980.64,122.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NDA PM / EXPRESS SAVER LTR,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,33,878.16,300.57,577.59,15.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NDA REG / EXPRESS PKG,Next Day Air / Express,NDA,Premium,Domestic,Yes,280,21375.21,7024.85,14350.36,804.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NDA REG / EXPRESS LTR,Next Day Air / Express,NDA,Premium,Domestic,Yes,408,8564.35,3053.06,5511.29,154.8,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NDA AM / EXPRESS PLUS PKG,Next Day Air Early,NDA Early,Premium,Domestic,Yes,2,556.39,189.0,367.39,4.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,WW EXPRESS REG PKG,International Express,Intl Express,Premium,International,Yes,2,653.57,232.1,421.47,18.2,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,WW EXPRESS PM / SAVER PKG,International Express Saver,Intl Saver,Premium,International,Yes,2,635.34,219.28,416.06,18.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,MISC / UNC,Excluded - Adjustments,Excluded,Non-Service,Not Applicable,No,0,1021.96,1021.96,0.0,0.0,,,Yes,No,Yes,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,GROUND PKG,Ground,Ground,Deferred,Domestic,Yes,4836,186190.54,59193.37,126997.17,77663.0,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,GROUND CWT,Ground,Ground,Deferred,Domestic,Yes,30,2851.25,927.42,1923.83,805.5,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,STANDARD GROUND,Ground,Ground,Deferred,Domestic,Yes,88,2319.46,808.61,1510.85,853.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,3DS PKG,3 Day Select,3DS,Deferred,Domestic,Yes,58,2317.9,820.67,1497.23,224.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,2DA REG / EXPEDITED PKG,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,531,26719.29,9372.63,17346.66,1590.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,2DA REG / EXPEDITED LTR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,164,1990.63,668.15,1322.48,69.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,2DA AM PKG,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,29,359.69,119.12,240.57,9.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NDA PM / EXPRESS SAVER PKG,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,233,9398.0,2890.78,6507.22,210.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NDA PM / EXPRESS SAVER LTR,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,53,1209.47,403.65,805.82,17.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NDA REG / EXPRESS PKG,Next Day Air / Express,NDA,Premium,Domestic,Yes,424,33651.38,12439.99,21211.39,1374.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NDA REG / EXPRESS LTR,Next Day Air / Express,NDA,Premium,Domestic,Yes,626,13388.75,4387.66,9001.09,215.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NDA AM / EXPRESS PLUS PKG,Next Day Air Early,NDA Early,Premium,Domestic,Yes,3,646.45,229.94,416.51,5.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,WW EXPRESS REG PKG,International Express,Intl Express,Premium,International,Yes,4,1136.18,378.3,757.88,30.2,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,WW EXPRESS PM / SAVER PKG,International Express Saver,Intl Saver,Premium,International,Yes,3,991.81,329.17,662.64,23.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,WW EXPEDITED / 2DA PKG,International Expedited,Intl Expedited,Expedited,International,Yes,1,253.45,85.63,167.82,6.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,MISC / UNC,Excluded - Adjustments,Excluded,Non-Service,Not Applicable,No,0,1261.77,1261.77,0.0,0.0,,,Yes,No,Yes,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,GROUND PKG,Ground,Ground,Deferred,Domestic,Yes,4527,195442.56,63697.01,131745.55,72658.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,GROUND CWT,Ground,Ground,Deferred,Domestic,Yes,17,1518.39,524.69,993.7,463.8,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,STANDARD GROUND,Ground,Ground,Deferred,Domestic,Yes,61,1585.79,591.29,994.5,574.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,3DS PKG,3 Day Select,3DS,Deferred,Domestic,Yes,47,1889.76,677.3,1212.46,175.5,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,2DA REG / EXPEDITED PKG,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,342,14766.74,5015.39,9751.35,904.2,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,2DA REG / EXPEDITED LTR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,124,2460.48,793.34,1667.14,72.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,2DA AM PKG,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,24,312.25,102.78,209.47,8.0,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NDA PM / EXPRESS SAVER PKG,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,145,7493.8,2353.74,5140.06,150.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NDA PM / EXPRESS SAVER LTR,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,36,964.66,335.91,628.75,14.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NDA REG / EXPRESS PKG,Next Day Air / Express,NDA,Premium,Domestic,Yes,330,25344.39,9034.69,16309.7,965.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NDA REG / EXPRESS LTR,Next Day Air / Express,NDA,Premium,Domestic,Yes,334,9387.13,3292.56,6094.57,145.5,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NDA AM / EXPRESS PLUS PKG,Next Day Air Early,NDA Early,Premium,Domestic,Yes,3,821.19,291.76,529.43,6.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,WW EXPRESS REG PKG,International Express,Intl Express,Premium,International,Yes,3,1003.77,361.01,642.76,27.4,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,WW EXPRESS PM / SAVER PKG,International Express Saver,Intl Saver,Premium,International,Yes,2,674.09,206.54,467.55,16.9,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,WW EXPEDITED / 2DA PKG,International Expedited,Intl Expedited,Expedited,International,Yes,1,208.02,73.48,134.54,6.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,MISC / UNC,Excluded - Adjustments,Excluded,Non-Service,Not Applicable,No,0,431.06,431.06,0.0,0.0,,,Yes,No,Yes,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,GROUND PKG,Ground,Ground,Deferred,Domestic,Yes,6922,238041.45,78650.81,159390.64,101479.7,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,GROUND CWT,Ground,Ground,Deferred,Domestic,Yes,45,5043.18,1786.59,3256.59,1534.6,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,STANDARD GROUND,Ground,Ground,Deferred,Domestic,Yes,148,3802.4,1196.98,2605.42,1119.0,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,3DS PKG,3 Day Select,3DS,Deferred,Domestic,Yes,92,4698.08,1628.15,3069.93,400.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,2DA REG / EXPEDITED PKG,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,616,34653.61,12812.32,21841.29,1936.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,2DA REG / EXPEDITED LTR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,219,3018.18,991.8,2026.38,98.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,2DA AM PKG,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,46,497.53,166.04,331.49,13.0,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,NDA PM / EXPRESS SAVER PKG,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,251,15426.81,4942.68,10484.13,318.1,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,NDA PM / EXPRESS SAVER LTR,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,94,1798.28,645.48,1152.8,31.8,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,NDA REG / EXPRESS PKG,Next Day Air / Express,NDA,Premium,Domestic,Yes,482,37582.02,12745.12,24836.9,1412.3,,,No,Yes,No,No,SAMPLE_2025_01_VolumeSpend.xlsx,Synthetic,Payor View
