Year,MonthNumber,MonthName,MonthKey,Quarter,DateKey,AccountKey,SubNumber,SubName,IsMaskedSubParent,AccountNumber,AccountName,City,State,ZIP,RawProduct,ServiceGroup,ServiceGroupShort,ServiceTier,Scope,IncludeInRanking,PackagesMeasured,LateByTime,LateByDay,TotalLate,OnTimePackages,SourceFile,ViewType
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,GROUND,Ground,Ground,Deferred,Domestic,Yes,2703,8,93,101,2602,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,45,0,0,0,45,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,413,0,8,8,405,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,16,0,0,0,16,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,134,0,3,3,131,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,667,0,19,19,648,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Kansas City,MO,64108,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,GROUND,Ground,Ground,Deferred,Domestic,Yes,4780,19,157,176,4604,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,57,0,0,0,57,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,673,1,11,12,661,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,28,0,1,1,27,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,279,0,6,6,273,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,1031,2,31,33,998,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,3,0,0,0,3,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Aurora,IL,60502,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,GROUND,Ground,Ground,Deferred,Domestic,Yes,4476,18,170,188,4288,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,46,0,0,0,46,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,456,0,7,7,449,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,23,0,0,0,23,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,178,0,4,4,174,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,651,1,19,20,631,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Aurora,IL,60502,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,GROUND,Ground,Ground,Deferred,Domestic,Yes,6866,9,274,283,6583,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,89,0,1,1,88,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,816,0,14,14,802,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,45,0,1,1,44,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,336,0,8,8,328,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,1206,1,39,40,1166,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,4,0,0,0,4,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,6,0,0,0,6,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100014|FLD005,0009100014,Field Administration,No,FLD005,Field Administration - North,Madison,WI,53703,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,4,0,0,0,4,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,GROUND,Ground,Ground,Deferred,Domestic,Yes,1745,4,67,71,1674,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,31,0,0,0,31,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,227,0,4,4,223,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,13,0,0,0,13,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,114,0,3,3,111,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,445,0,15,15,430,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100015|HQX006,0009100015,Corporate HQ,No,HQX006,Corporate HQ - Facilities,Columbus,OH,43004,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,GROUND,Ground,Ground,Deferred,Domestic,Yes,11588,48,442,490,11098,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,152,0,1,1,151,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,1515,0,24,24,1491,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,67,0,1,1,66,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,592,0,14,14,578,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,1818,3,53,56,1762,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,8,0,0,0,8,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,8,0,0,0,8,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,5,0,0,0,5,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100016|RTL007,0009100016,Retail Partner Network,No,RTL007,Retail Partner Network - Stores,Phoenix,AZ,85004,INTERNATIONAL EXPEDITED,International Expedited,Intl Expedited,Expedited,International,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,GROUND,Ground,Ground,Deferred,Domestic,Yes,4350,8,175,183,4167,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,45,0,0,0,45,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,446,0,8,8,438,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,21,0,1,1,20,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,197,0,5,5,192,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,760,2,23,25,735,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,3,0,0,0,3,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,0009100017|CSH008,0009100017,Cash Operations,No,CSH008,Cash Operations - Processing,Newark,NJ,07102,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,2,0,0,0,2,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,GROUND,Ground,Ground,Deferred,Domestic,Yes,583,0,21,21,562,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,5,0,0,0,5,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,73,0,1,1,72,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,1,0,0,0,1,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,19,0,0,0,19,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,1,Jan,202501,Q1,2025-01-01,@@|TCO009,@@,Unassigned Sub-Parent,Yes,TCO009,Transfer Co Operations,Whippany,NJ,07981,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,90,0,3,3,87,SAMPLE_2025_01_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,GROUND,Ground,Ground,Deferred,Domestic,Yes,17647,13,735,748,16899,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,THREE DAY SELECT,3 Day Select,3DS,Deferred,Domestic,Yes,177,0,1,1,176,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,SECOND DAY AIR,2nd Day Air / Expedited,2DA,Expedited,Domestic,Yes,2140,1,39,40,2100,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,SECOND DAY EARLY AM,2nd Day Air Early A.M.,2DA AM,Expedited,Domestic,Yes,93,0,2,2,91,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,NEXT DAY AIR SAVER,Next Day Air Saver,NDA Saver,Premium,Domestic,Yes,845,1,21,22,823,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,NEXT DAY AIR,Next Day Air / Express,NDA,Premium,Domestic,Yes,2477,0,86,86,2391,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,UPS EXPRESS EARLY,Next Day Air Early,NDA Early,Premium,Domestic,Yes,12,0,0,0,12,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,INTERNATIONAL EXPRESS,International Express,Intl Express,Premium,International,Yes,14,0,1,1,13,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,INTERNATIONAL EXPRESS SAVER,International Express Saver,Intl Saver,Premium,International,Yes,11,0,0,0,11,SAMPLE_2025_02_TnT.xlsx,Shipper View
2025,2,Feb,202502,Q1,2025-02-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Columbus,OH,43004,INTERNATIONAL EXPEDITED,International Expedited,Intl Expedited,Expedited,International,Yes,2,0,0,0,2,SAMPLE_2025_02_TnT.xlsx,Shipper View
